name,capacity,latitude,longitude
Weeks Ave & E 175 St,22,40.846879,-73.907342
5 Ave & E 78 St,47,40.77632142182271,-73.96427392959595
Putnam Ave & Wyckoff Ave,24,40.69811,-73.90904
E 14 St & 1 Ave,34,40.73139303364151,-73.98286700248718
Adam Clayton Powell Blvd & W 141 St,24,40.819241,-73.941057
Aqueduct Ave & North St,20,40.8604787,-73.9057169936
Manhattan Ave & Devoe St,24,40.713532,-73.9459867
39 Dr & 52 St,19,40.74732,-73.91197
Broadway & W 25 St,109,40.74286877312112,-73.98918628692627
McKibbin St & Bogart St,30,40.706237,-73.933871
Schenectady Ave & Pacific St,21,40.67686,-73.93327
St Nicholas Ave & W 150 St,26,40.827212,-73.942722
Madison St & Malcolm X Blvd,25,40.68713,-73.93008
58 St & 2 Ave,35,40.644512,-74.021506
7 Ave & W 55 St,67,40.764126,-73.980973
Broadway & Furman Ave,29,40.68139,-73.90756
Palmetto St & Traffic Ave,21,40.70929,-73.89441
Leonard St & Church St,54,40.717571,-74.005549
3 Ave & E 72 St,35,40.7699426,-73.96060712
Louis Nine Blvd & Intervale Ave,19,40.831998,-73.892686
5 St & 51 Ave,21,40.7423737,-73.9566
65 St & Roosevelt Ave,30,40.74589,-73.89915
E 115 St & Lexington Ave,25,40.797911,-73.9423
2 Ave & E 104 St,33,40.7892105,-73.94370784
Macon St & Howard Ave,20,40.68452,-73.92011
Seaman Ave & Beak St,21,40.867505,-73.926363
44 St & 6 Ave,24,40.647105,-74.004483
Ocean Ave & Tennis Ct,23,40.64873,-73.96084
E 48 St & 3 Ave,78,40.7546011026,-73.971878855
Amsterdam Ave & W 183 St,21,40.84925,-73.93022
Vernon Blvd & 10 St,41,40.7671863,-73.9373554
Lenox Ave & W 144 St,22,40.819783,-73.936521
Broadway & Battery Pl,47,40.70463334,-74.01361706
50 Ave & 65 St,19,40.73707,-73.90077
10 Ave & W 202 St,23,40.861281970750994,-73.921417593956
Irving Ave & Jefferson St,19,40.70538,-73.92535
49 St & 25 Ave,25,40.764496,-73.904632
Crotona Park East & E 173 St,19,40.837037,-73.890413
Southern Blvd & E 142 St,23,40.807347437082,-73.90809774398804
Seaman Ave & Isham St,23,40.869898661940454,-73.92076313495636
E 118 St & 3 Ave,31,40.799139,-73.9389152
DeKalb Ave & S Portland Ave,23,40.68981035,-73.97493121
Concord St & Bridge St,19,40.69766564,-73.98476437
Central Park W & W 91 St,48,40.788664991278836,-73.96680057048798
St Marks Ave & Ralph Ave,19,40.67372,-73.92199
Mercer St & Spring St,67,40.72362738,-73.99949601
34 Ave & 31 St,19,40.759604471387945,-73.92714411020279
Lorimer St & Broadway,29,40.70411791,-73.94818595
W 25 St & 9 Ave,68,40.747832605837715,-74.0005722643582
Paul Ave & W 205 St,19,40.87704,-73.88943
Plaza St East & Flatbush Ave,63,40.673134,-73.969106
W 46 St & 11 Ave,25,40.76341379,-73.99667444
E Burnside Ave & Ryer Ave,21,40.850535,-73.901318
University Pl & E 8 St,79,40.73143724085228,-73.99490341544151
Adam Clayton Powell Blvd & W 115 St,22,40.802535,-73.9532423
Clarkson Ave & Utica Ave,20,40.65666,-73.93109
62 St & 34 Ave,22,40.75201,-73.89986
