name,capacity,latitude,longitude
Fresh Pond Rd & Flushing Ave,19,40.72155,-73.90295
31 St & Broadway,35,40.761584,-73.925921
Faile St & Garrison Ave,19,40.820578,-73.888271
33 St & 47 Ave,24,40.74283,-73.9321
W 170 St & University Ave,22,40.84207,-73.926075
Lenox Ave & W 133 St,27,40.81296,-73.941878
3 Ave & Carroll St,27,40.677027,-73.9865
W 56 St & 8 Ave,50,40.765959181657976,-73.98313522338867
Jerome Ave & E 164 St,21,40.831444,-73.926226
Concourse Village West & E 156 St,21,40.823162,-73.923267
Tiebout Ave & E Fordham Road,31,40.861915,-73.894831
E 1 St & Bowery,44,40.72486122254819,-73.99213135242462
Menahan St & Central Ave,25,40.69543,-73.9196
Queens Blvd & 56 St,20,40.74193,-73.90913
Greenwich Ave & 8 Ave,75,40.7390169121,-74.0026376103
Schenectady Ave & Prospect Pl,19,40.67351,-73.93363
E 141 St & St Ann's Ave,19,40.808633,-73.916124
Dock 72 Way & Market St,22,40.69985,-73.97141
Vernon Blvd & 31 Ave,23,40.7692475,-73.9354504
W 180 St & Ft Washington Ave,24,40.849972,-73.938423
Myrtle Ave & Lewis Ave,23,40.69681963,-73.93756926
Hamilton Pl & W 140 St,21,40.822756,-73.951346
Waterloo Pl & Crotona Park East,19,40.839194,-73.888587
Cypress Ave & George St,19,40.69812,-73.90271
William St & Pine St,57,40.70717936,-74.00887308
Wakeman Pl & Ridge Blvd,19,40.639421,-74.026823
Albany Ave & Carroll St,19,40.6667,-73.93972
Wyckoff Av & Jefferson St,27,40.707165,-73.923711
E 8 St & Caton Ave,30,40.648055,-73.972432
11 Ave & W 27 St,45,40.751396,-74.005226
24 Ave & 29 St,45,40.7729,-73.916142
48 St & 37 Ave,29,40.751555,-73.915026
Roosevelt Island Tramway,39,40.757284,-73.9536
30 Ave & 47 St,21,40.761294,-73.909562
Cathedral Pkwy & Broadway,25,40.804213,-73.96699104
W 43 St & 6 Ave,63,40.75527307,-73.98316936
Hunts Point Ave & Bryant Ave,21,40.813991,-73.8855
23 Rd & 31 St,21,40.77336750284339,-73.91382560133934
35 St & 21 Ave,23,40.776745,-73.906558
57 St & Grand Ave,19,40.71921,-73.9124
Central Park West & W 76 St,39,40.77896784,-73.97374737
Washington Pl & 6 Ave,76,40.73224119,-74.00026394
Longfellow Ave & E 165 St,21,40.825322,-73.887729
Morris Ave & McClellan St,22,40.831584,-73.9149
W 45 St & 8 Ave,65,40.75929124,-73.98859651
58 St & 56 Dr,19,40.72419,-73.91244
5 Ave & E 29 St,56,40.7451677,-73.98683077
W 10 St & Washington St,68,40.73342399437081,-74.00851495563984
Wythe Ave & N 13 St,43,40.722767,-73.957021
Wadsworth Ave & W 175 St,24,40.846052,-73.937648
Franklin Ave & E 169 St,19,40.83171,-73.90208
W Tremont Ave & Grand Ave,21,40.850036,-73.912785
W 41 St & 8 Ave,71,40.75640548,-73.9900262
W 11 St & 6 Ave,47,40.73532427,-73.99800419
Southern Blvd & E 172 St,19,40.834124,-73.88955
Ocean Pkwy & Church Ave,25,40.644718957635746,-73.97451460361481
2 Ave & E 96 St,45,40.7839636,-73.9471673
43 Ave & 42 St,24,40.74534682580983,-73.9219419658184
Skillman Ave & 54 St,19,40.745502,-73.909887
27 Ave & 9 St,40,40.7739825,-73.9309134
Boston Rd & E 167 St,21,40.828199,-73.903719
Manhattan Av & Leonard St,18,40.72084,-73.94844
Eldert St & Bushwick Ave,22,40.68652,-73.91321
44 Dr & Jackson Ave,34,40.74718234,-73.9432635
Morgan Ave & Maspeth Ave,25,40.716657,-73.93637
Dock St & Front St,29,40.702709,-73.99253
64 St & Woodbine St,19,40.70809,-73.89549
Wadsworth Ave & W 179 St,35,40.848467,-73.936064
Park Pl & Utica Ave,21,40.67242,-73.93094
N Moore St & Hudson St,66,40.71996118117138,-74.00844320654869
W 42 St & 8 Ave,41,40.7575699,-73.99098507
67 St & Erik Pl,25,40.633385,-74.016562
Broadway & W 133 St,21,40.8190344,-73.956156
58 St & Pier 4,31,40.646475,-74.026081
E 63 St & 3 Ave,57,40.763954,-73.9646
Macon St & Patchen Ave,19,40.68374,-73.9261
2 Ave & E 125 St,30,40.802554,-73.933509
7 Ave & 41 St,25,40.647379,-74.000911
Fulton St & Broadway,49,40.711066,-74.009447
W 90 St & Amsterdam Ave,32,40.79017948095081,-73.97288918495178
University Pl & E 14 St,35,40.734814,-73.992085
Edgecombe Ave & W 141 St,21,40.820681,-73.945144
Franklin St & W Broadway,33,40.71911552,-74.00666661
Sands St & Jay St,48,40.700119,-73.9862
Driggs Ave & Lorimer St,27,40.72179134,-73.9504154
60 St & 60 Rd,19,40.71592232709503,-73.90601366758347
Central Park West & W 85 St,38,40.78476,-73.969862
Jerome Ave & Bedford Park Blvd E,25,40.87307,-73.88971
20 Ave & 48 St,23,40.772899,-73.896849
Valentine Ave & E 181 St,21,40.854123869116,-73.89932222664356
43 Ave & 47 St,33,40.7448062877224,-73.91728967428207
Audubon Ave & W 192 St,21,40.85589030603889,-73.92708241939545
Pacific St & Smith St,47,40.687880939612775,-73.98939281702042
21 St & 43 Ave,27,40.75052534,-73.94594845
38 St & 30 Ave,27,40.764174520197685,-73.91583994030952
11 Ave & Prospect Ave,20,40.65629,-73.977335
W Broadway & Spring St,66,40.72494672359416,-74.00165855884552
Amsterdam Ave & W 125 St,39,40.813358,-73.956461
3 Ave & 17 St,21,40.666168,-73.995549
Broadway & E 21 St,54,40.739888408589955,-73.98958593606949
28 St & 36 Ave,29,40.757186,-73.932719
39 Ave & 45 St,19,40.749478221834764,-73.91826465725897
DeKalb Ave & Hudson Ave,74,40.689888,-73.981013
Walnut Ave & E 136 St,17,40.801657,-73.909513
Eastern Pkwy & Schenectady Ave,24,40.66876,-73.93376
W 44 St & 5 Ave,68,40.75500254,-73.98014437
3 Ave & E 174 St,35,40.84224,-73.8985
Adam Clayton Powell Blvd & W 138 St,23,40.81695971032464,-73.9422959089279
Flushing Ave & Vanderbilt Ave,25,40.697950315695444,-73.97077560424805
Lexington Ave & E 120 St,29,40.8013066,-73.9398167
Frost St & Debevoise Ave,22,40.71882,-73.93948
Garrison Ave & Manida St,30,40.818743,-73.890247
Center Blvd & 51 Ave,23,40.743366080270214,-73.95960688591003
Amsterdam Ave & W 79 St,48,40.7829391,-73.9786517
E 81 St & 3 Ave,47,40.77573034,-73.9567526
E 116 St & 2 Ave,31,40.796879,-73.937261
Scholes St & Lorimer St,27,40.708323,-73.948732
Beck St & Leggett Ave,20,40.815077,-73.899939
65 St & 35 Ave,25,40.75053,-73.8977
W 116 St & Broadway,43,40.8082,-73.9641
Popham Ave & W 174 St,20,40.847746,-73.922079
E 155 St & Courtlandt Ave,19,40.82057,-73.917579
E Mosholu Pkwy & E 204 St,19,40.8740704,-73.8833650931
St Ann's Ave & Westchester Ave,19,40.815887,-73.911918
Gansevoort St & Hudson St,120,40.73937600789778,-74.00520807425661
E 12 St & 3 Ave,70,40.73223272,-73.98889957
Knickerbocker Ave & Thames St,20,40.70539,-73.92976
Wythe Ave & Metropolitan Ave,57,40.716887,-73.963198
Greenwood Ave & E 4 St,21,40.650739,-73.977739
6 Ave & Canal St,73,40.72243797,-74.00566443
Madison St & Clinton St,39,40.71269042,-73.98776323
Thomas S. Boyland St & Fulton St,24,40.67854,-73.91367
E 157 St & River Ave,19,40.825737,-73.927311
43 Ave & 40 St,21,40.74562,-73.92402
E 123 St & Lexington Ave,27,40.8029263,-73.9379
Halsey St & Ralph Ave,20,40.68494,-73.92299
Central Park S & 6 Ave,73,40.76590936,-73.97634151
Pacific St & Rochester Ave,19,40.67639,-73.92748
Andrew Ave N & Hall of Fame Tce,19,40.85834,-73.91008
E 91 St & 2 Ave,73,40.781152764279156,-73.94963040947914
Allen St & Rivington St,42,40.72019576,-73.98997825
9 Ave & W 39 St,36,40.756403523272496,-73.99410143494606
W 40 St & 7 Ave,45,40.754818,-73.988154
Clarkson Ave & E 37 St,22,40.65577,-73.9432
Prospect Park SW & 16 St,33,40.657265,-73.974165
8 Ave & W 52 St,31,40.76370739,-73.9851615
31 Ave & 34 St,23,40.763154,-73.920827
S 5 Pl & S 5 St,43,40.710451,-73.960876
60 Pl & Linden St,21,40.70886,-73.90182
21 Ave & Shore Blvd,21,40.783956,-73.916894
N 5 St & Northside Piers,45,40.719876,-73.963865
Broadway & W 168 St,29,40.84089603193041,-73.93972098827362
Adam Clayton Powell Blvd & W 132 St,23,40.813539,-73.94521
Riverside Blvd & W 67 St,79,40.777507027547976,-73.98888587951659
Putnam Ave & Throop Ave,21,40.6851532,-73.94111
E 27 St & 1 Ave,87,40.739445,-73.976806
W Burnside Ave & University Ave,23,40.853686,-73.912498
34 St & 4 Ave,23,40.655278,-74.003101
Ditmars Blvd & 43 St,27,40.771203,-73.903865
W 49 St & 8 Ave,67,40.76227205,-73.98788205
Ryer Ave & E 182 St,26,40.8558,-73.89956
20 Ave & 21 St,19,40.784003,-73.912297
Grand Concourse & E 197 St,21,40.86945,-73.89148
Prospect Park W & 20 St,25,40.656633,-73.983864
Allen St & Hester St,79,40.71605866,-73.99190759
20 Ave & 31 St,21,40.78001336610564,-73.90667617321014
E 58 St & 1 Ave (NW Corner),50,40.759125,-73.962658
34 St & 5 Ave,19,40.654098,-74.001131
Jackson Ave & 46 Rd,27,40.74524768,-73.94733276
Central Park West & W 68 St,43,40.7734066,-73.97782542
11 St & 43 Ave,28,40.7519071,-73.9479119
5 Ave & E 93 St,43,40.7857851,-73.957481
Keegan Rd & 2 Ave,35,40.64243139706092,-74.0255355834961
53 St & Flushing Ave,19,40.71435,-73.91405
Cedar Ave & W Fordham Rd,24,40.86156,-73.91219
E 81 St & 1 Ave,32,40.77377781072322,-73.95197331905365
16th St & 4th Ave,30,40.666197,-73.992466
E 170 St & Clay Ave,24,40.837213,-73.908345
Chauncey St & Stuyvesant Ave,25,40.68012,-73.93168
Knickerbocker Ave & Hancock St,22,40.69385,-73.90974
Somers St & Rockaway Ave,20,40.67872,-73.91105
E 53 St & Lexington Ave,57,40.75828065,-73.97069431
Bergen St & Smith St,48,40.6867443,-73.99063168
S 4 St & Rodney St,21,40.70934,-73.95608
46 St & Queens Blvd,33,40.74349759836971,-73.91860529780388
Hudson St & Reade St,55,40.71625008,-74.0091059
Calyer St & Guernsey St,20,40.72755807335852,-73.95505852997303
48 Ave & 5 St,79,40.744363287066875,-73.9558732509613
Catherine St & Monroe St,35,40.71117444,-73.99682619
Putnam Ave & Ralph Ave,20,40.68705,-73.92338
Myrtle Ave & Marcy Ave,23,40.69539817,-73.94954908
E 165 St & Clay Ave,19,40.82809,-73.91288
Bleecker St & Forest Ave,19,40.7107,-73.90525
57 St & 4 Ave,22,40.642622,-74.016866
St Marks Pl & 2 Ave,73,40.7284186,-73.98713956
E 11 St & 1 Ave,61,40.72953837,-73.98426726
W 84 St & Columbus Ave,35,40.78499979,-73.97283406
E Tremont Ave & Jerome Ave,20,40.851747,-73.908964
Caton Ave & Bedford Ave,22,40.65237,-73.95623
2 Ave & 39 St,48,40.655722167971554,-74.01000827550888
Hudson St & W 13 St,42,40.74005708567285,-74.0052741765976
E 170 St & Webster Ave,25,40.83617913677475,-73.90730146322765
Goulden Ave & W 197 St,20,40.87156,-73.89714
31 St & Ditmars Blvd,24,40.776168,-73.910485
Old Fulton St,39,40.70277159,-73.99383605
Market St & Henry St,28,40.71310702305908,-73.99446353316307
E 27 St & Park Ave S,69,40.74275179648995,-73.9847157150507
31 Ave & Steinway St,27,40.7611488,-73.9170071
St. Nicholas Terrace & Convent Ave,24,40.821294,-73.947868
Roebling St & N 4 St,25,40.71469,-73.95739
Eliot Ave & 60 Ln,22,40.71391,-73.90299
Greenpoint Ave & West St,35,40.729803,-73.959099
Berkeley Pl & 6 Ave,41,40.6765304,-73.97846879
E 150 St & Gerard Ave,29,40.820089,-73.928947
Lafayette St & E 8 St,105,40.73020660529954,-73.99102628231049
11 Ave & W 59 St,24,40.77149671054441,-73.99046033620834
George St & Wilson Ave,19,40.702997,-73.92997
FDR Drive & E 35 St,123,40.744219,-73.97121214
Leonard St & Nassau Ave,36,40.7239567849954,-73.94984364509583
46 St & 30 Rd,21,40.76072,-73.910989
51 St & 43 Ave,27,40.74451,-73.91412
Broadway & W 185 St,21,40.852538,-73.93441
Myrtle Ave & St Edwards St,56,40.69327018,-73.97703874
E 118 St & Park Ave,27,40.8005385,-73.9419949
Lafayette St & Grand St,78,40.72028,-73.99879
W 18 St & 9 Ave,3,40.7435337324616,-74.00367558002472
Ave A & E 14 St,41,40.73031071000895,-73.98047178983688
50 St & 7 Ave,22,40.642501,-74.006055
E 169 St & Fox St,19,40.827184,-73.893721
20 Ave & 42 St,21,40.775415,-73.900063
Grand Concourse & East Mount Eden Ave,19,40.84301,-73.91172
E 89 St & York Ave,35,40.7779453,-73.946041
E 85 St & 3 Ave,39,40.77801203,-73.95407149
Riverside Dr & W 104 St,58,40.8013434,-73.9711457439
Carroll St & Columbia St,39,40.6830456,-74.00348559
St Johns Pl & Utica Ave,21,40.6705,-73.9308
Little West St & 1 Pl,35,40.70569254,-74.01677685
Lexington Ave & E 29 St,54,40.74311555376486,-73.98215353488922
Howard St & Lafayette St,27,40.71910537,-73.99973337
W 43 St & 10 Ave,117,40.76009437,-73.99461843
10 St & 2 Ave,19,40.671907,-73.993612
Huron St & Franklin St,35,40.73266,-73.95826
48 St & 2 Ave,19,40.650176,-74.015606
Stuyvesant Ave & Hart St,27,40.69465,-73.9343
Park Cir & East Dr,29,40.651566,-73.972212
Riverside Dr & W 145 St,35,40.827305,-73.951989
E 75 St & 3 Ave,41,40.77112927,-73.95772297
E 89 St & 3 Ave,39,40.7806284,-73.9521667
Verona Pl & Fulton St,19,40.6803560840434,-73.9476791024208
Bronx Shore Comfort Station,25,40.80046,-73.92404
Broadway & 49 St,25,40.755389,-73.911517
Eastern Pkwy & Kingston Ave,30,40.66959,-73.94237
Brook Ave & E 138 St,23,40.807408,-73.91924
1 Ave & E 6 St,64,40.72633085971696,-73.98616880178452
49 Ave & 21 St,21,40.74252,-73.948852
Tompkins Ave & Hopkins St,19,40.69957608,-73.94708417
5 Ave & 66 St,20,40.635679,-74.020005
Spring St & Hudson St,43,40.72583996792375,-74.0076532959938
Picnic Point,45,40.68512559515415,-74.02535319328308
Dwight St & Van Dyke St,23,40.67363551341504,-74.01195555925369
Greenpoint Ave & Monitor St,20,40.73224,-73.94383
30 Ave & 12 St,33,40.771717105208275,-73.93159255385399
E 102 St & Park Ave,33,40.7904828,-73.95033068
Suydam St & Knickerbocker Ave,27,40.702013,-73.923769
34 Ave & 45 St,23,40.754795,-73.917014
8 Ave & W 31 St,97,40.7505853470215,-73.9946848154068
48 Ave & 41 St,21,40.73985995699164,-73.92400324344635
E 156 & Brook Ave,19,40.819823,-73.912411
Congress St & Clinton St,44,40.68825516598005,-73.99545192718506
Intervale Ave & Kelly St,20,40.827301,-73.896372
Kingston Ave & Montgomery St,19,40.66481,-73.94269
E 68 St & Madison Ave,58,40.7691572,-73.96703464
Andrews Ave S & W 179 St,20,40.855156,-73.91278
W 18 St & 6 Ave,69,40.73971301,-73.99456405
W 20 St & 10 Ave,49,40.745686,-74.005141
N 10 St & Berry St,47,40.720253,-73.957082
Front St & Gold St,37,40.70224,-73.982578
Clay Ave & E 173 St,19,40.843264,-73.904867
Devoe St & Lorimer St,19,40.71335226222875,-73.9491033554077
Ave D & E 8 St,30,40.72368361,-73.97574813
McDonald Ave & Vanderbilt St,21,40.651654,-73.981231
Pioneer St & Van Brunt St,39,40.679043,-74.011169
W 145 St & Amsterdam Ave,24,40.825244,-73.947257
Fresh Pond Rd & 69 Ave,28,40.70311,-73.89547
Pike St & E Broadway,34,40.71406667,-73.99293911
Washington Square E,64,40.73049393,-73.9957214
Fulton St & Adams St,47,40.692418292578466,-73.98949474096298
Davidson Ave & W Burnside Ave,32,40.853646,-73.908731
Carroll St & Bond St,25,40.6786115,-73.99037292
E 20 St & FDR Dr,75,40.733208626522426,-73.9756813647
Beverley Rd & E 19 St,0,40.64468,-73.96107
Tilden Ave & Nostrand Ave,0,40.64683,-73.94933
Brooklyn Ave & Snyder Ave,0,40.64915,-73.94368
2 Ave & E 99 St,1,40.7862586,-73.94552579
Union Ave & E 169 St,19,40.82995,-73.898802
Prospect Ave & E 167 St,19,40.826303,-73.898751
Paul Ave & Mosholu Pkwy,19,40.8802945,-73.8860653648
Broadway & W 142 St,23,40.824686,-73.951947
3 Ave & E 112 St,23,40.795508,-73.941606
Mt Morris Park W & W 120 St,27,40.804038,-73.945925
E 153 St & E 157 St,19,40.826677,-73.929327
57 St & 43 Ave,20,40.74324,-73.908
Engert Ave & McGuinness Blvd,19,40.72158,-73.94546
Fulton St & Irving Pl,31,40.68186,-73.959432
40 Ave & 9 St,19,40.75742,-73.945133
Monroe St & Bedford Ave,23,40.6851443,-73.95380904
3 Ave & E 100 St,27,40.7877214,-73.94728331
Irving Ave & Harman St,21,40.70108,-73.9179
Lawrence St & Willoughby St,39,40.69236178,-73.98631746
Prospect Pl & Howard Ave,19,40.67261,-73.91977
New York Ave & St Marks Ave,23,40.67514,-73.94716
Academy St & Nagle Ave,20,40.862562,-73.922661
Norman Ave & Leonard St,31,40.725819,-73.950815
Pacific St & Nevins St,18,40.6853761,-73.98302136
31 Ave & 14 St,19,40.7682,-73.9322662
Walton Ave & E 176 St,23,40.84833,-73.90971
Dean St & Hoyt St,77,40.6864442,-73.98759104
E 84 St & Park Ave,45,40.77862688,-73.95772073
Westchester Ave & Jackson Ave,25,40.816124,-73.908116
Union Ave & Jackson St,19,40.7160751,-73.952029
61 St & Laurel Hill Blvd,19,40.7388,-73.90338
Forsyth St & Canal St,29,40.7158155,-73.99422366
Vesey Pl & River Terrace,57,40.7153379,-74.01658354
Park Ave & Marcus Garvey Blvd,23,40.698617,-73.941342
Nelson Ave & W 172 St,20,40.843965,-73.920999
White St & Moore St,21,40.704508,-73.9351
43 St & 23 Ave,23,40.769673,-73.906018
3 Ave & Schermerhorn St,35,40.68683208,-73.9796772
28 St & 41 Ave,27,40.751047,-73.93797
E 53 St & Madison Ave,51,40.7597108,-73.97402311
45 Ave & 21 St,21,40.74737075646803,-73.94777297973631
Lenox Ave & W 111 St,36,40.7987859,-73.9523
36 St & 47 Ave,19,40.742218349960964,-73.92935156822205
Broadway & W 36 St,78,40.75097711,-73.98765428
Frost St & Meeker Ave,38,40.71766197083994,-73.94880026578903
W 78 St & Broadway,39,40.78339981,-73.98093133
E 72 St & Park Ave,43,40.77118287540658,-73.96409422159195
W 27 St & 7 Ave,50,40.746647,-73.993915
E 149 St & Jackson Ave,23,40.813135,-73.909235
35 Ave & 10 St,26,40.76315481910373,-73.93985509872437
43 St & 35 Ave,25,40.754139,-73.919543
Kent Ave & N 7 St,54,40.72036775298455,-73.96165072917938
Broadway & W 155 St,31,40.83299,-73.94592
McGuinness Blvd & Eagle St,42,40.73555,-73.95284
Waterbury St & Stagg St,23,40.71019,-73.93734
Prospect Ave & Longwood Ave,29,40.81899,-73.90202
2 Av & 37 St,31,40.656326,-74.009627
E 103 St & Lexington Ave,35,40.7903051,-73.94755757
33 St & Queens Blvd,24,40.7443653191867,-73.93172398209572
Jerome Ave & W 195 St,32,40.86874,-73.89657
E 169 St & Webster Ave,21,40.834015,-73.908863
E 55 St & 2 Ave,29,40.75797322,-73.96603308
W 50 St & 10 Ave,55,40.764734200065185,-73.99194359779358
St James Pl & Oliver St,48,40.71307916,-73.99851193
Prospect Ave & E 151 St,21,40.814232,-73.903927
Henry St & Grand St,36,40.714211,-73.981095
Metropolitan Ave & 65 Ln,26,40.71225,-73.89111
Centre St & Chambers St,57,40.71273266,-74.0046073
Church St & Worth St,45,40.71688538495366,-74.00650128722191
Pacific St & Troy Ave,20,40.67686,-73.93607
W 218 St & Broadway,27,40.87139,-73.914318
W 76 St & Columbus Ave,59,40.7801839724239,-73.97728532552719
Madison St & Montgomery St,20,40.713126,-73.984844
Nagle Ave & Thayer St,34,40.861382,-73.925591
Anderson Ave & W 164 St,19,40.832057,-73.927421
Albemarle Rd & McDonald Ave,20,40.645074,-73.979681
31 St & Northern Blvd,35,40.75186951421875,-73.93349289894103
Metropolitan Ave & Bedford Ave,55,40.71534825,-73.96024116
6 Ave & Broome St,72,40.72431,-74.00473
Lexington Ave & E 36 St,23,40.747573958954796,-73.9788007736206
Johnson St & Gold St,41,40.69474881,-73.98362464
Newton Rd & 44 St,19,40.7595701,-73.9142678
Maurice Ave & 53 Dr,15,40.73028,-73.90421
Washington Ave & Park Ave,55,40.69610226,-73.96751037
21 St & 36 Ave,19,40.7601853,-73.9362726
White St & Johnson Ave,23,40.707174,-73.93581
31 St & Astoria Blvd,31,40.7699176,-73.9184057
Halsey St & Broadway,20,40.68565,-73.91564
W 44 St & 11 Ave,79,40.762009,-73.996975
W 13 St & 5 Ave,43,40.735445,-73.99431
E 138 St & Grand Concourse,21,40.813224,-73.930605
Grand Concourse & E 171 St,25,40.839549,-73.913004
E 6 St & Avenue D,45,40.72228087,-73.97668709
Brooklyn Ave & Dean St,19,40.67669,-73.94437
Bedford Ave & Montgomery St,27,40.665816,-73.956934
Monroe St & Classon Ave,19,40.6845683,-73.95881081
McKibbin St & Manhattan Ave,23,40.70510918,-73.94407279
Willoughby St & Ashland Pl,31,40.69178,-73.97877
E 41 St & Madison Ave (SE corner),62,40.752049,-73.979635
N 5 St & Wythe Ave,39,40.718389,-73.961501
Grand Ave & 55 St,19,40.71888,-73.91427
Underhill Ave & Pacific St,27,40.6804836,-73.9646795
E 58 St & Madison Ave,66,40.76302594280519,-73.97209525108337
Jackson St & Leonard St,22,40.71638031973561,-73.94821286201477
Lenox Ave & W 140 St,23,40.817245,-73.938787
E 20 St & 2 Ave,84,40.73587678,-73.98205027
Central Ave & Decatur St,24,40.6882,-73.90798
Frederick Douglass Blvd & W 139 St,22,40.81900581806558,-73.94476890563965
E Fordham Rd & Webster Ave,35,40.861748,-73.89105
2 Ave & E 122 St,25,40.8006721,-73.9349
Clinton St & Centre St,21,40.67434,-74.00194698
Carroll St & Smith St,41,40.680611,-73.99475825
Brooklyn Bridge Park - Pier 2,31,40.698458,-73.997178
E 118 St & Madison Ave,29,40.8014866,-73.9442507
Brook Ave & E 157 St,21,40.820713,-73.911759
Gerard Ave & E 165 St,21,40.83173,-73.922394
5 St & 6 Ave,23,40.6704836,-73.98208968
Irving Ave & DeKalb Ave,27,40.7027,-73.92095
Marcus Garvey Blvd & Macon St,19,40.682601,-73.938037
Steinway St & 23 Ave,21,40.7713937,-73.9077436
3 Ave & Wakeman Pl,27,40.638246,-74.024714
Classon Ave & St Marks Ave,27,40.676513,-73.959431
48 St & 50 Ave,21,40.73737,-73.91803
Willis Ave & E 137 St,22,40.808384,-73.923604
Creston Ave & E 178 St,28,40.850885,-73.906469
Icahn Stadium,22,40.79346,-73.92389
Ditmars Blvd & 19 St,27,40.78145,-73.9183302
Goulden Ave & W 205 St,19,40.87812,-73.89192
Bedford Ave & S 9 St,23,40.70853074,-73.96408963
Graham Ave & Grand St,29,40.711863,-73.944024
King St & Varick St,36,40.72789701409023,-74.00536268949507
Cypress Ave & St Felix Ave,21,40.69559,-73.89927
Macombs Pl & W 152 St,33,40.826406,-73.937948
Pleasant Ave & E 116 St,23,40.7949879,-73.9333349
Macon St & Lewis Ave,20,40.68282,-73.93488
Troy Ave & Linden Blvd,22,40.6533,-73.93644
1 Ave & E 44 St,87,40.75001986,-73.96905301
Park Pl & Thomas S. Boyland St,23,40.67154,-73.91433
Albany Ave & Park Pl,20,40.67297,-73.93896
21 Ave & 80 St,19,40.770888,-73.889914
Henry St & Degraw St,23,40.6847514,-73.99917254
Frederick Douglass Blvd & Harlem River Dr,19,40.830702,-73.936371
Hancock St & Stuyvesant Ave,19,40.68454,-73.9322
Linden Blvd & Nostrand Ave,23,40.65272,-73.94994
E 117 St & 1 Ave,24,40.796568260802964,-73.93459528684616
Lewis Ave & Kosciuszko St,24,40.69237074,-73.93705428
E 156 St & Courtlandt Ave,23,40.82123860172,-73.9173299074173
Southpoint Park,36,40.75370225419114,-73.95865201950072
50 St & 30 Ave,23,40.760083,-73.907107
Monitor St & Meeker Ave,21,40.721226,-73.941845
W 120 St & Claremont Ave,39,40.8109494,-73.9634
Greenwich St & Hubert St,35,40.721319,-74.010065
Ave A & E 11 St,47,40.72854745023944,-73.98175925016403
24 St & 41 Ave,19,40.752474,-73.939991
27 Ave & 3 St,19,40.77485,-73.9342
Bank St & Hudson St,27,40.73652889,-74.00618026
Henry St & W 9 St,19,40.6763744,-74.00324957
34 Ave & 38 St,33,40.756913,-73.921631
Harman St & Seneca Ave,19,40.70577,-73.91292
8 Ave & W 38 St,65,40.75461,-73.99177
Creston Ave & E 181 St,23,40.8549,-73.90281
20 Ave & Shore Blvd,19,40.785994,-73.915098
Broadway & W 56 St,117,40.7652654,-73.98192338
41 St & 4 Ave,23,40.651354,-74.007168
Boone Ave & E 172 St,19,40.832649,-73.885272
24 Ave & 26 St,19,40.774591,-73.918544
W 52 St & 6 Ave,59,40.76132983124814,-73.97982001304626
Prospect Ave & Greenwood Ave,23,40.651745,-73.975988
47 Ave & 48 St,20,40.74086,-73.91708
Broadway & W 160 St,22,40.835775,-73.9434
Gerard Ave & E 164 St,19,40.830262,-73.923391
Kingston Ave & Park Pl,21,40.67308,-73.94191
62 St & Northern Blvd,27,40.754176,-73.900318
W 95 St & Broadway,32,40.7937704,-73.971888
30 Ave & 41 St,23,40.763422,-73.914142
Leonard St & Maujer St,24,40.7103685423523,-73.94705951213837
E 21 St & Church Ave,25,40.65007,-73.96001
Fulton St & William St,43,40.70960089363537,-74.00655090808868
Pearl St & York St,54,40.70140463410644,-73.98768022656441
Morris Ave & E Burnside Ave,21,40.85322,-73.90546
5 Ave & 41 St,30,40.649983,-74.005144
Albany St & Greenwich St,46,40.709267,-74.013247
Featherbed Ln & Jerome Ave,21,40.845505,-73.914311
36 Ave & 31 St,27,40.75651272984955,-73.92957486212252
6 Ave & 12 St,29,40.6663181,-73.9854617
E 141 St & Jackson Ave,19,40.806896,-73.911837
Edgecombe Ave & W 150 St,20,40.826881,-73.941427
Marion Ave & Mosholu Pkwy,21,40.8704956,-73.8818756582
N 6 St & Bedford Ave,28,40.71745169,-73.95850939
LaGuardia Pl & W 3 St,51,40.72917025,-73.99810231
Crescent St & 30 Ave,18,40.768692,-73.9249574
Plaza St West & Flatbush Ave,33,40.6750207,-73.97111473
St Nicholas Ave & W 134 St,27,40.816234,-73.948222
23 St & 3 Ave,24,40.662611,-73.998623
Decatur St & Saratoga Ave,21,40.68332,-73.91711
Nassau St & Navy St,58,40.69839895,-73.98068914
N 12 St & Bedford Ave,47,40.72079821,-73.95484712
Congress St & Hicks St,35,40.6893952,-73.9995126
E 17 St & 2 Ave,47,40.73431166276575,-73.98372530937195
Jerome Ave & W 177 St,29,40.850121,-73.910765
Bedford Ave & Fenimore St,20,40.65815,-73.95674
Pacific St & Ralph Ave,19,40.67607,-73.92171
14 St & 5 Ave,21,40.666287,-73.98895053
5 Ave & W 126 St,27,40.80722,-73.9418
Prospect Pl & 6 Ave,25,40.6793307,-73.97519523
Grand Concourse & E 175 St,24,40.84627592921954,-73.90931278467178
Putnam Ave & Nostrand Ave,19,40.68402,-73.94977
Willoughby Ave & Wyckoff Ave,23,40.705614,-73.92153
Suydam St & Broadway,32,40.69544,-73.93223
Margaret Corbin Plz & Ft Washington Ave,25,40.859166,-73.933872
E 135 St & St Ann's Ave,23,40.805089,-73.918889
31 Ave & 30 St,21,40.7647,-73.9240312
Hancock St & Wyckoff Ave,19,40.6972,-73.90674
Caton Ave & Argyle Rd,21,40.649681,-73.967829
